customer_customerNumber,customer_customerName,customer_customerType,customer_contactFirstName,customer_contactLastName,customer_phone,customer_addressLine1,customer_addressLine2,customer_postalCode,customer_county,customer_subCounty,customer_customerLocation,customer_status,customer_statusText
683,[Business] Serena Hotel,Business,Mwangi,Odhiambo,0753677169,133 State House Rd,Apt 12,20649,Isiolo,Dagoretti,"Isiolo, Kenya",1,Active
684,Claudine Wanyama,Individual,Claudine,Wanyama,0714987740,210 James Gichuru Rd,Apt 54,13805,Wajir,Molo,"Wajir, Kenya",1,Active
685,Kiptoo Mutombo,Individual,Kiptoo,Mutombo,0764744763,750 South B Rd,Apt 78,62665,Mandera,Nyando,"Mandera, Kenya",1,Active
686,[Business] Hilton Resort,Business,Jeanne,Abdullahi,0729378994,873 Buruburu Rd,Apt 29,89607,Embu,Naivasha,"Embu, Kenya",0,Dormant
687,[Business] Sarova Hotel,Business,Pierre,Ibrahim,0718976510,952 Buruburu Rd,Apt 61,75735,Laikipia,Kisumu Central,"Laikipia, Kenya",1,Active
688,[Business] Villa Rosa Resort,Business,Jacques,Kagame,0792045747,431 South B Rd,Apt 43,38811,Baringo,Kisumu West,"Baringo, Kenya",0,Dormant
689,Achieng Munyao,Individual,Achieng,Munyao,0741551874,877 Haile Selassie Ave,Apt 44,80934,Kisumu,Gilgil,"Kisumu, Kenya",0,Dormant
690,[Business] Leopard Beach Retreat,Business,Michel,Malema,0723944020,153 Kenyatta Ave,Apt 67,4697,Embu,Dagoretti,"Embu, Kenya",0,Dormant
691,[Business] Nyali Retreat,Business,Alain,Kagame,0749659208,960 Uhuru Hwy,Apt 62,84388,Mandera,Naivasha,"Mandera, Kenya",0,Dormant
692,Joseph Ali,Individual,Joseph,Ali,0724837445,610 Haile Selassie Ave,Apt 7,72707,Nyeri,Changamwe,"Nyeri, Kenya",1,Active
693,Josephine Odhiambo,Individual,Josephine,Odhiambo,0790436107,313 Uhuru Hwy,Apt 20,12035,Muranga,Westlands,"Muranga, Kenya",0,Dormant
694,Claude Njoroge,Individual,Claude,Njoroge,0762721326,616 James Gichuru Rd,Apt 93,26434,Baringo,Eldoret East,"Baringo, Kenya",0,Dormant
695,[Business] InterContinental Palace,Business,Alaine,Kiplagat,0766060918,952 Nakuru Blvd,Apt 22,58643,Kitui,Eldoret East,"Kitui, Kenya",0,Dormant
696,Michel Mbeki,Individual,Michel,Mbeki,0724852008,910 Haile Selassie Ave,Apt 15,84789,Meru,Naivasha,"Meru, Kenya",1,Active
697,Pierre Mbeki,Individual,Pierre,Mbeki,0776332321,293 Kileleshwa Rd,Apt 24,44422,Nairobi,Nyando,"Nairobi, Kenya",0,Dormant
698,Kamau Munyui,Individual,Kamau,Munyui,0734006271,344 Kileleshwa Rd,Apt 44,44426,Tharaka-Nithi,Turbo,"Tharaka-Nithi, Kenya",0,Dormant
699,Kamau Hassan,Individual,Kamau,Hassan,0771104874,33 Limuru Rd,Apt 39,39344,Eldoret,Kisumu West,"Eldoret, Kenya",0,Dormant
700,Pierrette Omondi,Individual,Pierrette,Omondi,0759207880,819 Ngong Rd,Apt 4,80163,Baringo,Turbo,"Baringo, Kenya",0,Dormant
701,[Business] Hilton Resort,Business,Mwangi,Bizimana,0743637478,2 Riverside Dr,Apt 23,14493,Baringo,Naivasha,"Baringo, Kenya",0,Dormant
702,Mwangi Mwangi,Individual,Mwangi,Mwangi,0790972655,599 Riverside Dr,Apt 96,10909,Kitui,Kisumu East,"Kitui, Kenya",1,Active
703,Amina Mwangi,Individual,Amina,Mwangi,0741092809,297 James Gichuru Rd,Apt 45,58786,Eldoret,Kisauni,"Eldoret, Kenya",1,Active
704,Amina Mutombo,Individual,Amina,Mutombo,0771947922,28 Lavington Rd,Apt 77,8621,Nairobi,Subukia,"Nairobi, Kenya",0,Dormant
705,Wambui Omar,Individual,Wambui,Omar,0707446635,494 Mombasa Rd,Apt 55,27913,Mandera,Turbo,"Mandera, Kenya",1,Active
706,Achieng Mukasa,Individual,Achieng,Mukasa,0757363920,35 Riverside Dr,Apt 46,44667,Eldoret,Eldoret West,"Eldoret, Kenya",1,Active
707,[Business] PrideInn Residences,Business,Claude,Mugisha,0743777715,549 South C Rd,Apt 3,21749,Garissa,Turbo,"Garissa, Kenya",1,Active
708,Alain Mbeki,Individual,Alain,Mbeki,0764531455,726 James Gichuru Rd,Apt 4,69024,Machakos,Kasarani,"Machakos, Kenya",1,Active
709,[Business] Ole Sereni Retreat,Business,Paul,Adan,0738520338,70 Kenyatta Ave,Apt 31,24731,Wajir,Embakasi,"Wajir, Kenya",1,Active
710,Wambui Odhiambo,Individual,Wambui,Odhiambo,0745983776,409 Embakasi Rd,Apt 7,67175,Muranga,Nakuru Town,"Muranga, Kenya",0,Dormant
711,[Business] Ole Sereni Lodge,Business,Mwangi,Malema,0748322635,156 Karen Rd,Apt 86,19764,Mombasa,Molo,"Mombasa, Kenya",1,Active
712,[Business] InterContinental Haven,Business,Alaine,Mbeki,0716255278,327 Mombasa Rd,Apt 78,27456,Muranga,Nyali,"Muranga, Kenya",0,Dormant
713,Mutiso Kabila,Individual,Mutiso,Kabila,0702359725,846 Ngong Rd,Apt 78,62619,Mombasa,Kisumu East,"Mombasa, Kenya",0,Dormant
714,Michel Kagame,Individual,Michel,Kagame,0742893661,10 Westlands Rd,Apt 90,54032,Mandera,Moiben,"Mandera, Kenya",1,Active
715,Achieng Abdi,Individual,Achieng,Abdi,0768444635,133 Uhuru Hwy,Apt 55,17177,Muranga,Jomvu,"Muranga, Kenya",1,Active
716,[Business] Sarova Lodge,Business,Mwangi,Kabila,0732947783,909 Kimathi St,Apt 50,53011,Tharaka-Nithi,Nakuru Town,"Tharaka-Nithi, Kenya",0,Dormant
717,Jean Omondi,Individual,Jean,Omondi,0795304885,657 Embakasi Rd,Apt 15,57953,Nairobi,Jomvu,"Nairobi, Kenya",0,Dormant
718,Pierre Muthoni,Individual,Pierre,Muthoni,0718265987,980 Mbagathi Way,Apt 97,4390,Nakuru,Gilgil,"Nakuru, Kenya",0,Dormant
719,Josephine Njoroge,Individual,Josephine,Njoroge,0717169398,396 Eldoret Ln,Apt 17,83088,Kitui,Langata,"Kitui, Kenya",1,Active
720,[Business] Ole Sereni Inn,Business,Alaine,Omondi,0746165818,48 Jogoo Rd,Apt 46,35011,Mandera,Changamwe,"Mandera, Kenya",1,Active
721,Amina Nkurunziza,Individual,Amina,Nkurunziza,0741564091,152 Ngong Rd,Apt 59,18612,Nairobi,Kasarani,"Nairobi, Kenya",1,Active
722,[Business] Severin Retreat,Business,Michel,Malema,0732668555,772 Mbagathi Way,Apt 34,30705,Kitui,Langata,"Kitui, Kenya",0,Dormant
723,Pierre Mugabe,Individual,Pierre,Mugabe,0771846025,923 Nairobi St,Apt 77,37061,Baringo,Eldoret West,"Baringo, Kenya",1,Active
724,[Business] Severin Haven,Business,Alaine,Munyua,0772008377,764 Uhuru Hwy,Apt 8,28138,Meru,Kasarani,"Meru, Kenya",1,Active
725,Mwangi Mutua,Individual,Mwangi,Mutua,0729091866,341 Dennis Pritt Rd,Apt 39,42436,Nairobi,Nakuru Town,"Nairobi, Kenya",0,Dormant
726,[Business] Hilton Palace,Business,Claude,Wanyama,0752893197,604 Thika Rd,Apt 57,77236,Eldoret,Embakasi,"Eldoret, Kenya",0,Dormant
727,[Business] Diani Inn,Business,Patrick,Ochieng,0744764906,834 Koinange St,Apt 38,20802,Kitui,Molo,"Kitui, Kenya",0,Dormant
728,[Business] Hilton Resort,Business,Marie,Bizimana,0770219503,954 Eldoret Ln,Apt 13,65284,Laikipia,Embakasi,"Laikipia, Kenya",1,Active
729,[Business] Leopard Beach Palace,Business,Jacqueline,Mandela,0712281581,703 South B Rd,Apt 41,11601,Isiolo,Molo,"Isiolo, Kenya",1,Active
730,Mutiso Zuma,Individual,Mutiso,Zuma,0752484518,590 State House Rd,Apt 79,39386,Garissa,Kisumu Central,"Garissa, Kenya",0,Dormant
731,Marie Omondi,Individual,Marie,Omondi,0725949014,342 Eldoret Ln,Apt 82,39770,Kitui,Langata,"Kitui, Kenya",0,Dormant
732,Mwangi Kabila,Individual,Mwangi,Kabila,0755403418,31 Karen Rd,Apt 15,43730,Machakos,Molo,"Machakos, Kenya",1,Active
733,[Business] Tamarind Manor,Business,Alain,Malema,0756379307,123 Mama Ngina St,Apt 89,56211,Isiolo,Gilgil,"Isiolo, Kenya",1,Active
734,Joseph Ali,Individual,Joseph,Ali,0742573533,94 Dennis Pritt Rd,Apt 17,76628,Garissa,Changamwe,"Garissa, Kenya",0,Dormant
735,Jeanne Mwangi,Individual,Jeanne,Mwangi,0754451941,803 South C Rd,Apt 55,78495,Meru,Kasarani,"Meru, Kenya",0,Dormant
736,Marie Abdi,Individual,Marie,Abdi,0716228396,305 Kiambu Rd,Apt 10,32336,Isiolo,Langata,"Isiolo, Kenya",1,Active
737,Emmanuel Kariuki,Individual,Emmanuel,Kariuki,0737989196,838 Riverside Dr,Apt 11,13071,Marsabit,Gilgil,"Marsabit, Kenya",1,Active
738,[Business] Baobab Retreat,Business,Marie,Kariuki,0708668670,232 Kiambu Rd,Apt 70,90188,Kitui,Gilgil,"Kitui, Kenya",1,Active
739,Jacqueline Hussein,Individual,Jacqueline,Hussein,0787907007,440 Dennis Pritt Rd,Apt 57,33237,Isiolo,Kisumu Central,"Isiolo, Kenya",1,Active
740,Felicite Kabongo,Individual,Felicite,Kabongo,0718876443,102 Gigiri Rd,Apt 28,62741,Kiambu,Kisumu West,"Kiambu, Kenya",0,Dormant
741,[Business] Villa Rosa Lodge,Business,Kamau,Kariuki,0767904739,391 Limuru Rd,Apt 13,71849,Nakuru,Dagoretti,"Nakuru, Kenya",0,Dormant
742,Jacqueline Muthoni,Individual,Jacqueline,Muthoni,0721947311,60 Haile Selassie Ave,Apt 95,28111,Meru,Gilgil,"Meru, Kenya",0,Dormant
743,Claude Ibrahim,Individual,Claude,Ibrahim,0720626693,402 Nairobi St,Apt 87,583,Marsabit,Langata,"Marsabit, Kenya",0,Dormant
744,Otieno Munywe,Individual,Otieno,Munywe,0706733843,894 State House Rd,Apt 59,73690,Mombasa,Westlands,"Mombasa, Kenya",1,Active
745,[Business] Voyager Retreat,Business,Claudine,Mutua,0755507067,473 Koinange St,Apt 31,77560,Nyeri,Eldoret West,"Nyeri, Kenya",0,Dormant
746,Pierrette Muthoni,Individual,Pierrette,Muthoni,0749645416,547 Ngong Rd,Apt 11,67767,Kisumu,Gilgil,"Kisumu, Kenya",1,Active
747,[Business] Serena Haven,Business,Mwangi,Munyua,0764931283,116 Westlands Rd,Apt 30,26361,Kiambu,Westlands,"Kiambu, Kenya",0,Dormant
748,Pierrette Adan,Individual,Pierrette,Adan,0754180821,256 Kiambu Rd,Apt 97,22763,Marsabit,Langata,"Marsabit, Kenya",0,Dormant
749,Alaine Ochieng,Individual,Alaine,Ochieng,0786436273,777 State House Rd,Apt 96,20269,Nairobi,Kasarani,"Nairobi, Kenya",0,Dormant
750,[Business] Swahili Haven,Business,Felix,Mbeki,0737769754,333 Waiyaki Way,Apt 4,12187,Mandera,Westlands,"Mandera, Kenya",0,Dormant
751,[Business] InterContinental Resort,Business,Wambui,Mwangi,0718861864,367 Embakasi Rd,Apt 5,54766,Tharaka-Nithi,Likoni,"Tharaka-Nithi, Kenya",0,Dormant
752,[Business] Sarova Lodge,Business,Michel,Mbeki,0716211241,353 Waiyaki Way,Apt 23,36171,Meru,Nyali,"Meru, Kenya",0,Dormant
753,Wanjiku Odhiambo,Individual,Wanjiku,Odhiambo,0774417221,277 Nakuru Blvd,Apt 9,3196,Kitui,Molo,"Kitui, Kenya",0,Dormant
754,Pierrette Omondi,Individual,Pierrette,Omondi,0709708823,580 Buruburu Rd,Apt 67,7308,Mombasa,Langata,"Mombasa, Kenya",0,Dormant
755,[Business] Severin Lodge,Business,Alaine,Yusuf,0794468761,101 Ngong Rd,Apt 50,57148,Nairobi,Gilgil,"Nairobi, Kenya",0,Dormant
756,[Business] Safari Retreat,Business,Pierrette,Osman,0754249049,739 Gigiri Rd,Apt 61,53614,Isiolo,Kasarani,"Isiolo, Kenya",0,Dormant
757,[Business] Hemingways Manor,Business,Alaine,Abdullahi,0754067443,277 Thika Rd,Apt 8,87825,Laikipia,Eldoret West,"Laikipia, Kenya",0,Dormant
758,[Business] Villa Rosa Suites,Business,Mutiso,Malema,0749726305,717 Westlands Rd,Apt 16,21327,Nairobi,Jomvu,"Nairobi, Kenya",0,Dormant
759,[Business] Nyali Inn,Business,Mutiso,Ahmed,0737493129,37 Jogoo Rd,Apt 14,89247,Mandera,Likoni,"Mandera, Kenya",0,Dormant
760,Marie Bizimana,Individual,Marie,Bizimana,0733119564,625 Waiyaki Way,Apt 7,10151,Baringo,Nakuru Town,"Baringo, Kenya",1,Active
761,[Business] Severin Resort,Business,Amina,Omondi,0756868976,87 Mombasa Rd,Apt 89,19732,Garissa,Muhoroni,"Garissa, Kenya",1,Active
762,Jacques Zuma,Individual,Jacques,Zuma,0749824024,403 Embakasi Rd,Apt 33,50729,Mombasa,Embakasi,"Mombasa, Kenya",1,Active
763,Michel Mbeki,Individual,Michel,Mbeki,0730111301,411 South C Rd,Apt 94,15645,Garissa,Moiben,"Garissa, Kenya",1,Active
764,[Business] Nyali Lodge,Business,Felix,Mbeki,0751543675,499 Kiambu Rd,Apt 38,39907,Nyeri,Likoni,"Nyeri, Kenya",1,Active
765,Njeri Munee,Individual,Njeri,Munee,0764329914,22 Koinange St,Apt 43,5774,Muranga,Turbo,"Muranga, Kenya",0,Dormant
766,Jean Munzala,Individual,Jean,Munzala,0786532967,337 Riverside Dr,Apt 78,81198,Kiambu,Gilgil,"Kiambu, Kenya",1,Active
767,[Business] Safari Lodge,Business,Jacqueline,Omar,0741068006,632 Gigiri Rd,Apt 35,45158,Mombasa,Gilgil,"Mombasa, Kenya",1,Active
768,[Business] Voyager Retreat,Business,Emmanuelle,Mutua,0763708297,236 Koinange St,Apt 32,29183,Mombasa,Changamwe,"Mombasa, Kenya",0,Dormant
769,Patrick Ochieng,Individual,Patrick,Ochieng,0768824621,32 Eldoret Ln,Apt 93,27070,Garissa,Moiben,"Garissa, Kenya",0,Dormant
770,[Business] Voyager Retreat,Business,Wanjiku,Munzala,0772119417,481 Langata Rd,Apt 6,74109,Tharaka-Nithi,Gilgil,"Tharaka-Nithi, Kenya",0,Dormant
